I,J,K
6446,4632,5751
4859,5286,5542
3307,4284,4967
6298,3512,294
4306,5267,1145
6626,6725,5872
5806,5865,6250
5161,5932,6923
5932,6319,5704
6147,5028,6725
6147,4827,2761
4464,6542,5405
4357,6452,4217
5865,6828,6147
5746,5029,4889
6259,2259,6391
6337,6105,5181
5782,5109,2335
5763,6927,6880
4769,4118,4175
294,4589,5706
3512,6319,6535
6828,5161,6923
4423,6256,6649
6548,5405,6542
6702,6470,6452
357,1363,2551
1307,6311,4625
3851,4892,6082
3468,5543,4663
4521,3490,4956
1582,1218,3934
5516,5956,5316
5544,6117,4964
3512,4589,294
3649,6751,4859
6626,3667,6236
6250,6236,6858
6535,6319,6883
1089,4357,6751
6034,6750,5395
4113,6375,5048
5539,4253,3462
6865,6864,6907
6177,4614,2084
6318,6587,3667
5872,4639,3667
3667,6626,5872
5865,6883,5161
5769,5559,5560
4827,4042,4194
5247,6682,5804
5289,6043,2355
2605,1232,2558
2698,4856,2361
5785,6652,6044
665,3189,954
6591,5744,1682
622,4916,897
4109,1297,1783
5879,6751,3649
5879,1089,6751
4663,373,5377
6452,4663,6702
6552,6215,6514
6514,5649,6306
6306,5543,6514
4924,6579,6645
6884,3819,5164
6391,6473,6163
6163,5618,6391
5738,5178,2727
3872,5050,5779
886,225,104
5099,3847,4155
4054,208,124
6886,5918,6296
5540,4769,4720
5341,6103,6224
3975,1251,207
6725,6626,6236
3667,6587,6236
6552,5603,5715
6923,5704,6871
6548,3307,5405
5944,5888,5347
6737,5543,6478
2457,5783,165
976,977,267
2786,3948,282
3253,1610,3594
1648,2904,2129
5829,6464,812
3344,2237,4625
6716,6351,6248
4311,5296,5864
5597,5782,2335
6909,5893,6827
3975,2653,1251
4231,5083,5542
5083,4859,5542
3648,4640,5605
4639,4640,3648
3038,2386,721
1097,5879,3649
5377,373,4664
6552,3468,6200
6779,5696,6768
5806,6250,6858
5932,6883,6319
6548,4464,1412
6452,373,4663
5543,6805,6702
6817,5268,6566
1307,4625,3299
1391,1599,2541
358,2452,1755
5001,2454,3325
344,973,3444
3872,5779,5084
3847,5099,4091
6259,3062,4155
4082,4848,2415
2747,1415,3335
824,1756,3122
297,296,1051
5142,6860,3972
3649,4859,5154
5089,1583,980
6412,5801,4286
4769,4302,4720
2653,3675,914
6094,4946,6023
5808,5233,6071
2820,4909,3577
4859,749,4131
1786,3648,4562
3667,1786,4319
2951,5715,5603
5603,6200,5396
4004,5806,6858
5930,6478,5649
6132,6668,6470
5167,4945,4651
3415,4894,2592
3612,3125,1411
5738,4619,4549
4619,5738,5767
2415,3193,2813
4253,4381,1955
5158,5139,3957
6131,3678,6735
6689,5828,5711
1819,3327,2054
6766,6071,6167
6081,4303,3579
2049,1004,6022
4859,4131,5886
2663,6318,2662
1786,3667,3648
6725,6250,5865
5947,4004,2663
5947,3721,4004
6262,5286,6751
4381,4854,2222
5377,4664,6551
5930,5649,6215
2365,846,2227
5783,4314,165
5738,4143,5178
4141,4848,4082
355,3221,2223
5767,2129,2904
2904,4619,5767
5789,2212,4253
5186,6107,6698
5042,3577,4940
6443,6744,5868
5881,6377,6447
3705,2541,1261
6843,6697,6934
1694,3675,2653
5793,6788,6355
5396,5793,6355
5548,5947,2663
3721,1616,5142
6200,5246,5396
4853,5578,3468
617,1222,2086
4853,5377,6551
4331,5140,4897
6219,6132,6805
6470,6805,6132
6668,6132,5208
4113,5387,6375
2494,3987,3491
3987,5328,5041
1411,5907,3612
4768,2698,2361
5084,4135,2622
2371,150,5658
5289,5573,6043
1332,3099,2389
6339,5197,6229
6064,5620,6077
6611,5217,6780
6167,5626,5771
4797,5233,5975
3049,4342,6074
5605,4562,3648
5548,2663,2662
5548,3721,5947
6177,4342,2115
4894,3415,3819
4143,1411,5178
242,334,5173
6634,5772,5967
6589,6170,6179
5560,1823,4946
5977,6571,5976
6199,6050,6605
4120,6524,4568
5142,4589,3512
5578,4853,5042
5578,5246,6200
5548,1616,3721
3014,68,4204
6656,2238,6730
3299,2592,4894
4314,4450,165
1406,4643,2102
4091,2698,5102
3261,2344,4185
5718,6624,4957
4848,894,2415
4381,5527,1955
6053,3792,4253
5779,1281,4232
6271,6745,5701
4720,3857,5191
5560,2320,1823
6021,5975,4472
3663,6025,2050
5886,5585,5257
2293,6413,4713
5793,5617,6788
5187,6021,4472
4303,6631,4831
3517,3432,3299
2168,1921,4821
720,3226,3069
6473,4634,6163
6054,5846,5892
4141,4536,4848
2212,5789,3123
894,3193,2415
3792,4381,4253
2821,4785,4826
6079,6130,5196
4301,2259,3847
2507,2224,2369
2507,6096,1501
6641,6885,6806
2619,559,2582
5898,2868,4509
2320,6430,5326
2050,5326,6430
4351,6020,6017
6021,5187,6017
5927,4996,1004
5886,5154,4859
6249,5578,5042
3589,2240,2263
3721,5142,3512
4831,5715,6196
4331,6269,6140
3861,2960,4672
4803,4804,2761
6520,6132,6219
5593,6051,4042
3638,6051,4012
2238,6656,6657
4723,5789,5332
4806,2904,1648
5135,6298,6294
6043,6520,2355
5543,3468,6552
6519,4876,6487
4619,2904,4806
4629,364,2566
4844,5626,5309
4844,5771,5626
5764,6394,6766
2113,2464,4916
2050,6430,3663
4052,3049,6074
4274,6578,6084
4996,5975,5808
5886,5257,4338
6193,4562,6591
6591,4562,5825
5582,5744,4640
5199,6446,5751
1786,5222,5914
4096,1616,5548
6788,5617,2951
6388,5016,6241
5930,6215,6081
5328,1412,4035
332,5144,1941
6139,6520,6219
6656,6730,4945
5278,3415,2592
165,4651,2457
3415,3810,3819
2666,3872,2622
6515,5031,4574
3857,5192,5191
5759,2136,5721
6017,5650,4351
4656,4052,6074
5174,4656,6074
6860,5174,4813
4562,6193,5714
5142,5267,6860
6249,5246,5578
5851,2951,5617
501,6724,6769
6204,4640,3515
1473,541,2584
6140,6204,3515
6204,6140,5639
3875,836,4192
6188,4803,4194
2271,3132,1575
5930,6139,6562
6783,5662,5711
6899,6656,5167
2432,4379,3987
3918,5907,4192
4237,3954,6344
3415,5278,6818
6473,4161,4634
5120,4768,5679
4549,4143,5738
5857,3792,6053
6209,6210,6126
6523,6699,6585
4750,4856,3868
6921,5823,4260
6535,5806,4004
897,5224,1538
5623,6015,6014
6394,5764,5759
2320,5326,1823
4306,4657,5174
954,473,85
6860,5267,5174
6110,5914,5222
5051,5246,6249
4663,5377,3468
5246,374,5396
6498,3577,2936
6010,4801,6420
6441,6440,5957
5096,5098,1856
6269,4331,5966
5748,6188,5861
4679,5167,4651
4024,3415,6818
3810,3415,4024
617,4760,1222
6309,5802,6308
6098,6253,5896
3217,3844,4061
2049,6024,1004
6363,6091,6248
6359,6425,5919
6347,2320,5559
5257,5585,6698
2113,622,180
4306,5174,5267
5617,5793,3538
5154,4338,5648
4338,5154,5886
5262,6395,4177
5610,3752,4941
6812,5914,6110
6110,4905,6812
5790,4096,5548
4211,4979,4967
4190,4303,4831
4331,4804,5966
1961,864,4180
4303,6081,6215
6468,2349,4427
2592,5111,6926
4651,5205,4679
4050,1957,3561
4598,6543,5108
4611,2622,4135
2289,1866,2796
3264,1112,6898
3577,5042,2936
6459,6458,5956
5340,6544,6135
5651,6414,6394
3015,6347,5941
5941,6394,6414
6192,6027,6430
6615,5613,6371
5753,6591,1682
5985,5877,5244
5646,4348,6920
5582,5985,5744
2112,6920,4348
2112,5246,5051
5914,6812,2662
4921,4215,4879
5888,5748,5861
5534,6346,6353
4379,4380,1412
511,5351,6935
273,955,3230
3432,5111,2592
1261,2724,2131
6926,5111,5278
5618,4167,6259
4161,6473,4301
4049,4143,4549
894,4848,1273
3792,4854,4381
3332,5539,3193
5936,3457,4308
6574,4130,4574
6737,5930,6562
3421,3226,720
6567,6669,4032
5650,5655,5651
6792,3264,6183
6698,6107,6272
1359,4472,5819
1359,5819,6027
5877,6494,5244
1864,1363,4773
4147,6080,4791
2108,4338,5257
5646,3538,4348
6846,6316,6471
1682,5744,5244
6535,4004,3721
4096,5267,5142
5267,5862,1145
6056,5838,5859
1786,5780,5222
4284,3307,4380
5240,3638,6657
6657,6656,5240
4250,6937,6905
3918,2432,3987
4039,5679,2168
5400,3847,4091
2666,2622,4531
6606,6494,6151
1195,984,2557
5539,3332,5332
5871,5869,6524
5745,5941,6414
5640,6698,6272
4336,5951,6682
5535,6282,5187
5696,6849,3678
6494,1682,5244
5753,1682,6494
6920,4936,5646
5744,6591,5825
6258,2526,5646
2526,5061,3538
5648,6498,1097
5780,1786,5714
4940,4315,6249
6612,5790,5848
4284,2204,4211
5551,5931,4831
4803,6759,5966
5966,4804,4803
4389,5029,1921
4889,5805,5048
3638,5888,6051
4679,6899,5167
6352,6446,6763
6145,6760,6129
4756,1015,2899
501,4352,6724
3717,2006,2660
6092,6065,6405
6548,6542,4464
6318,6858,6587
5963,4892,5373
980,4439,2906
4118,5540,4829
2048,5745,2106
5759,5721,5651
5734,6058,6423
6347,5992,2320
6020,6015,6016
5651,5655,6414
3123,5857,6053
3676,5257,6698
4778,1465,1104
3879,6258,5646
6753,4936,6920
5648,2820,6498
4940,3577,3953
6612,5862,5790
5270,5617,5852
5617,5270,5851
6037,6038,1116
5639,3231,6204
5966,5974,6269
6759,5974,5966
5028,2761,4804
3903,5247,3422
2355,6139,3579
5748,6307,6188
5888,5861,6051
5299,6132,5728
5240,6656,6899
1521,3325,2100
6841,5538,3918
4106,458,5284
4536,5164,2206
5400,5752,4161
5857,4854,3792
4854,5857,6302
6150,6194,5983
5599,5472,5552
4669,5852,5617
2162,982,670
5104,5792,5105
4965,4657,4306
5884,6494,5877
5731,6258,3879
3879,5646,4936
1145,4784,4306
5752,3851,4438
5648,4338,2108
700,4412,2401
4562,5605,5825
6110,5222,6560
5862,6612,1145
5061,2526,4712
5848,4905,3930
6286,6285,6890
6512,6890,5969
6286,6890,6512
5851,6030,5551
6188,6759,4803
3517,3221,3432
1231,2310,5366
5111,1625,5278
4928,5205,4450
165,5205,4651
5205,165,4450
5752,5400,5367
6869,6879,6417
3175,3005,1735
3020,1307,4894
6398,6508,6660
6164,6272,5814
6193,6591,6525
5222,5780,5146
5848,4597,6894
6038,6155,5590
6485,6028,4427
5852,4669,4658
3937,4281,3330
6037,6205,6512
5604,6362,1845
2224,2223,2369
6132,6520,5728
4297,4024,1625
2206,3810,4024
4450,2666,4928
3116,4928,2666
6637,5973,6550
2878,5811,5120
6454,4696,5765
3524,3233,4478
6856,6641,6231
5814,6272,3592
5655,5650,6019
6272,6164,5640
6282,6532,6019
6494,6824,6151
6714,1359,6692
3916,5987,5876
4900,2113,180
5544,6612,6894
5794,6742,6712
700,2401,6502
5948,4427,2349
5794,6502,2401
6031,6028,5791
4284,3811,2204
4331,6140,3515
6188,6307,6759
5593,4012,6051
6051,5861,4042
5240,5888,3638
5057,206,6899
3626,3611,1229
5762,5538,6841
2098,1458,2808
2537,4074,1429
4806,1317,3661
1955,5527,1648
6792,6241,5798
5838,6056,6777
5671,6160,2181
4739,6408,6429
522,344,2022
5956,4929,6619
5655,5577,2106
5186,6698,5585
6698,5640,3676
3422,4494,375
6868,5731,3879
105,4945,6730
6714,5609,5884
4784,5544,4964
6612,5544,4784
5801,6691,5847
6894,4597,5544
729,2154,4745
374,5246,2112
5844,6560,5222
5146,5844,5222
1932,6097,6712
6853,6644,6846
6644,6643,6846
2011,2505,3348
6039,6285,6205
6039,6155,6285
6285,6155,6890
6744,6524,5869
6772,6028,6485
5275,3915,6799
6304,6796,5275
5851,4831,6196
3579,4303,4716
5944,6307,5748
5728,3276,5299
2432,4339,4379
1666,4879,4215
3851,5752,5750
5367,5750,5752
3123,6053,2212
6108,2994,6896
6885,6641,5344
2433,764,531
5652,6683,5162
6824,5609,5608
5971,6892,6415
4909,6546,3953
6097,1932,700
6676,1932,6742
6712,6502,5794
6913,6642,6846
4669,5061,4712
4712,4658,4669
6616,6618,4791
6499,6598,6616
6842,3915,5616
6304,6676,5908
6499,6676,6304
6796,6304,5908
4831,5931,4190
6759,6277,5974
6508,6046,6660
5176,5940,5299
538,2094,1318
5515,93,5622
1863,4081,2442
2921,1273,4536
4768,5120,5102
4314,2666,4450
6412,4286,5700
6595,6059,5627
6192,5609,6692
6192,5608,5609
995,3764,3075
6151,6824,6356
6664,5640,6164
4964,5384,4965
6505,3879,6454
6336,6532,6282
6868,4704,2526
5970,6878,6525
3946,6753,2112
6560,5844,5724
5647,5544,4597
6765,6842,6385
2526,4704,4712
5646,2526,3538
2113,4916,622
6643,3003,6913
6031,4963,4426
6598,6499,6726
6600,2507,5695
4216,5885,5397
5616,2401,6842
6859,2507,6600
6039,3197,5590
6040,6283,5397
6096,2507,6859
1951,412,3823
6701,6277,6759
6759,6307,6701
5748,5888,5944
5240,5347,5888
2808,3113,4443
2442,4438,163
4536,2206,4758
2878,5900,5811
5782,6302,3123
3622,5109,3332
1676,4018,1400
687,1694,1820
5814,3592,5192
4689,4861,5253
3158,5608,6192
5608,6332,6824
6505,6070,3879
5208,585,6668
5882,6115,2108
6878,5146,6525
3368,3557,4979
6742,1932,6712
5937,6511,6089
6511,5937,6853
5229,2401,4412
6842,2401,5229
6329,6838,6616
5937,6089,6913
6853,5937,6644
2275,666,4984
1932,6499,6838
5937,6913,3003
6485,4427,5948
4426,6596,6469
6396,5776,6837
4426,4963,6596
4148,5582,4640
5885,4216,2821
6596,5824,6029
1031,1493,558
6283,4216,5397
6598,5890,6618
5275,6799,6371
6283,6040,5841
5944,6701,6307
6756,6225,6370
5538,96,2432
1625,5111,5638
6926,5278,2592
5065,2310,4424
163,4438,6082
4438,3851,6082
800,1620,683
4105,5900,2878
3101,3653,706
1778,200,2066
5109,4723,5332
6302,5857,3123
6012,6869,6376
6481,6867,6049
3858,5583,6613
5039,6270,6705
6356,6824,6372
6151,6356,6606
3676,2108,5257
6336,5304,6868
1722,711,4934
6156,3916,6477
6714,5884,6261
5556,5724,5844
5647,6117,5544
4319,6318,3667
2662,4319,5914
6894,6612,5848
5403,4597,3930
2112,4322,3946
6878,6244,5146
2981,4704,5304
4704,6868,5304
4826,6261,5884
6494,6606,5753
4147,5695,5996
6600,5695,4147
6902,1932,6838
3003,4845,6362
5653,3919,3368
3003,6316,5937
6596,6240,5981
5653,6284,3919
6837,3003,5734
5948,6240,6772
6240,6596,6772
4658,6273,5566
6341,6615,6371
4899,5890,6598
6371,5612,5275
6139,5930,6081
5589,2355,4927
6640,2355,5589
4380,1285,3811
6019,5187,6282
6859,5890,4899
3235,5367,5900
5285,5527,4381
2936,4664,6498
3229,3390,1820
6332,6372,6824
4822,4964,6117
1554,6115,5882
6392,3947,3946
6115,2417,6546
6098,3953,6546
5896,3953,6098
367,847,1139
4322,5896,6242
3368,3919,6634
6642,6644,5937
6089,6566,5268
6088,6089,6511
4791,6600,4147
6816,6471,4708
5268,3003,6089
2349,5981,5948
2349,6468,5981
6712,6916,6502
6097,6916,6712
6469,6596,5981
5653,3368,4979
4427,6469,6468
6029,6028,6596
6034,5395,5824
6043,5728,5333
2237,3517,4625
5256,5638,5111
836,3923,6190
5913,4688,5555
5075,5680,4049
6302,3341,4854
3231,1116,6204
5016,6388,5850
709,5749,2090
5986,1100,5577
6164,35,6664
1939,5295,2933
5682,6606,6356
6505,6769,6070
5640,6664,5882
2113,6216,3364
6714,5778,1359
6038,4867,1116
6204,4867,4640
6813,6501,6379
4704,2981,5209
6695,6817,6566
4708,6695,6816
6080,4147,4058
6088,6566,6089
5981,6240,5948
6273,4704,5209
6423,6396,5734
6396,6837,5734
5955,6615,6711
5613,6615,5955
6398,1652,6313
6859,4899,6096
6616,4791,6080
1955,1648,2129
3231,6040,1116
3234,3128,3856
3811,5784,2204
2168,4821,5006
2374,2223,2224
206,6851,5942
6656,4945,5167
3842,402,2040
5079,96,5513
5762,5513,96
1863,2442,4531
4880,4199,1307
2921,4758,2883
6870,6142,3546
4854,3341,2222
2475,5631,4568
6666,6079,6693
3676,5640,5882
6265,3158,6264
6027,3663,6430
5262,4177,5962
6027,6692,1359
5609,6714,6692
4936,6454,3879
5682,5708,6878
6216,2113,4900
5708,6244,6878
6709,6565,6608
5647,3809,6276
6336,6930,5304
3809,5647,5403
4315,4940,3953
6930,2981,5304
4845,6586,6362
6088,6511,6566
4845,5268,5967
4845,3003,5268
6398,5612,6508
6314,6321,5751
6343,6816,6695
6146,6728,5841
2676,6146,5841
5395,6750,5571
5576,2676,5569
5974,5576,5569
4379,4339,688
3432,3221,3635
3432,5256,5111
1729,27,609
1141,2196,462
5638,3184,1625
6082,5737,163
4928,3116,1793
1873,362,1234
3923,5680,5563
4105,3235,5900
4560,841,840
6879,5575,6636
3998,5338,6893
3390,4320,1820
3371,5384,4822
5682,6356,6231
6724,6203,6769
6203,6724,5938
4822,5647,6276
5647,4822,6117
2417,6115,1554
6253,6242,5896
6704,6501,6214
6813,6214,6501
6172,6214,6813
6261,5778,6714
5169,6457,6536
6379,6531,6449
6080,4058,5859
6145,6658,6760
6816,6853,6846
4270,4826,4785
6770,6531,6379
3919,6284,5772
6586,6284,1845
6586,1845,6362
5566,6273,4157
5818,6684,5817
5818,6530,6684
6283,6507,6506
2204,3680,3320
2676,5576,2677
5271,2677,5576
6320,6701,5944
5513,836,4060
163,5737,2442
2758,4438,4081
4241,2479,1273
5782,5597,6302
6793,5849,6489
6266,6402,2181
6704,5925,6490
6074,5842,5174
3735,3798,3614
6293,5180,6904
6372,6490,6231
5925,6231,6490
1208,5614,4320
5682,6806,5925
2280,309,3470
5682,5925,5708
6216,4904,3364
6276,3809,3821
6392,4925,3947
5918,6244,5708
2417,6098,6546
6646,6350,6845
4147,5996,3446
6536,6457,5800
5926,6439,6197
5967,5105,6634
5800,5733,6536
4270,6261,4826
6148,6842,5229
6109,6770,6820
5837,6300,6902
6316,6685,6471
1845,6284,3320
5955,6711,5613
6762,5641,4216
6823,6428,4157
6030,5395,5931
6507,5841,6728
1541,3202,291
4940,6249,5042
5589,4717,6791
4717,6232,6791
6640,6791,5289
5988,5347,6602
3410,6288,5990
6054,6341,6765
1666,1893,4879
3432,3635,5256
2685,5982,4921
3955,2325,1140
6898,6183,3264
6721,6220,6217
5554,5119,5412
4924,4696,3947
4250,4006,6927
6214,5708,5925
6912,5708,6214
4322,6242,6392
5227,6253,6098
6253,6281,6242
6369,3278,5169
5778,490,1359
6634,5961,3368
5800,6457,6073
6310,5169,6536
6817,5777,5268
6145,6129,5386
2981,6476,5209
6902,6300,5787
6902,5838,5837
6765,6385,6174
3060,4846,6480
6054,6482,5846
6273,6299,4157
6660,6382,6398
6304,6313,6726
5892,6508,5613
6762,4216,6283
6472,6762,6506
5584,5743,6694
6283,6506,6762
6324,6034,6165
6836,6202,6048
6728,6146,6537
6750,6308,5571
6755,6836,6048
6308,5802,5571
4716,5589,4927
6737,6805,5543
6219,6805,6737
1097,5154,5648
1285,4379,688
662,4921,5381
5679,4768,2361
5737,6082,4839
2883,4758,5643
6313,5275,5612
2913,4105,4816
5075,3661,6708
6875,6377,5881
3622,2479,4959
1317,4509,3661
1317,5285,3690
5597,3341,6302
6766,5771,5764
4193,35,4689
5062,5986,4765
5986,5577,6235
6856,6264,1348
6265,6856,5158
5625,2757,6361
6505,501,6769
6104,6332,5632
3205,4460,4904
3821,4822,6276
3930,5724,5403
5994,996,3446
6929,6184,6372
6350,4462,5662
6369,3607,3278
4748,3414,1359
6172,6813,6449
6350,6783,6072
5961,3279,3368
6310,6369,5169
5105,5792,6634
4057,4058,4147
6901,6166,6034
4390,2155,2627
6261,6378,6534
6004,5712,4896
5526,6455,4708
6174,6493,6437
6530,5526,6685
5846,6482,6046
6300,6660,6046
6663,3067,6096
3067,1501,6096
6750,6324,6426
6537,6610,6728
6416,6855,6694
6475,6146,6592
6456,6755,6048
6836,6755,6522
6441,5271,6320
5988,6602,6441
6232,6810,6791
5942,6602,5347
5160,6851,2443
5613,6508,5612
662,5381,1696
662,2685,4921
2443,1793,3841
5737,795,2442
5347,5240,5942
3661,4509,6708
2813,3193,5539
2106,6414,5655
2106,5745,6414
6634,3919,5772
6775,6428,6823
1348,5344,6641
6856,1348,6641
6041,2757,2332
5901,5139,5344
4924,6821,4696
6098,2417,5227
5227,1554,4193
5253,5928,5227
6929,6104,5854
3279,5999,3557
6172,6296,6912
3446,996,5766
5774,3607,6369
6172,6449,6173
6123,6457,6348
4748,1359,490
6457,5832,6073
113,5760,6930
6144,6173,6449
6144,5385,6173
4708,6471,6685
6817,6491,5777
6493,6659,6437
112,6679,5652
5787,6300,5797
6764,6765,6174
5652,6679,6323
6382,5837,5838
5846,6046,6508
6299,6273,5162
6508,6847,5846
6382,6903,6398
6474,5641,6256
4449,6823,5572
6089,6643,6642
6472,6506,6223
6610,6472,6507
2204,6284,5653
6227,6048,6202
5395,5571,5931
6131,6741,6775
4269,6855,6416
6146,6475,6537
6592,2677,6917
6309,6522,5802
2677,5271,6917
4425,3276,5573
5942,6851,5160
1696,5381,4425
6899,206,5240
6851,5057,2443
746,231,162
836,3875,3923
6893,5853,5643
1793,795,3841
5680,5075,6708
5918,5901,5521
6533,6808,6275
4191,720,3005
4526,842,6881
3517,3299,4625
5158,6856,6231
6184,6490,6372
6704,6490,6184
5158,6806,5139
5344,3576,5901
6821,501,4696
5964,5854,6104
6681,6492,6445
6588,4925,6392
3947,4925,4924
6681,6445,6361
6573,5984,5803
6623,5236,5839
6197,2752,6697
6310,5774,6369
4058,4057,6055
6360,6439,5926
6226,6144,6091
6518,3645,6536
6437,5797,6764
6387,6867,6633
6687,6679,112
6493,6174,6385
6063,6058,5980
6323,6679,4449
6046,6482,6764
6046,5797,6300
6063,6451,5818
5709,1845,3320
6382,5838,6777
6299,6823,4157
6472,6649,6762
6585,6165,6166
6901,5834,6166
5620,6901,6707
2268,6042,6749
5747,6456,6048
6401,6537,6416
6741,175,6707
4324,5784,3811
6426,6142,6308
6042,6917,5957
6042,5957,5785
6917,6042,6592
5944,5347,5988
5942,4362,6602
2443,6595,5160
5079,6222,4339
3306,1649,2231
5256,5855,1027
2883,5643,5853
2883,375,4241
2685,6062,5982
6062,2685,4816
2479,4241,375
6708,4495,5680
4881,2222,3341
2571,4340,3305
4996,5808,6094
6072,6246,5976
6647,6678,5911
5604,1845,5709
6145,5385,6144
3221,355,3635
6335,5624,5062
2728,5614,1208
5115,6672,6380
6843,6645,6697
6821,6645,6843
6843,501,6821
6123,6111,5218
6646,4462,6350
6912,6214,6172
6041,3821,6361
3809,6681,6361
5235,6270,5236
6929,5854,6581
5812,6184,6929
6608,5984,6234
5386,6184,6782
6234,6709,6608
6214,5925,6704
6296,5385,6782
6173,5385,6296
5236,6623,5235
2744,1892,1310
5871,5839,3340
3446,5997,4057
5104,6443,5792
5997,6055,4057
5911,6776,5114
6586,5967,5772
5967,6586,4845
6776,6491,5114
5526,4802,6647
5800,6073,5733
5777,6491,4280
4058,6056,5859
6817,5114,6491
6571,6360,5976
6063,6776,6451
5526,6933,5916
5162,6273,6476
3273,2726,3287
2840,248,3791
6058,5818,6423
5709,5980,6058
6131,6775,6124
5781,6472,4893
6597,6767,5834
6767,6166,5834
6901,6034,6428
6165,6034,6166
5763,6663,4273
6610,1096,4893
6585,6324,6165
6466,2268,6749
6537,1096,6610
5620,6324,6077
1096,6207,2268
5620,6426,6324
6426,5620,6427
6100,6854,4610
175,6427,6707
2374,1501,6880
6142,6100,6309
4269,6435,6622
4269,6622,6855
175,6142,6426
4269,6416,6537
6592,6207,6475
6475,4269,6537
6602,6440,6441
5176,5381,5940
1713,5160,6595
5761,4260,6334
4029,3184,5638
4060,836,4046
155,305,4140
4095,6893,5643
6190,4046,836
6190,3923,3925
5737,4830,6675
6090,6627,3235
6675,795,5737
3690,4509,1317
4861,4689,1900
6335,6919,6278
6235,5938,5933
5964,5632,4929
5712,5521,3576
6932,4526,6881
6932,6410,4526
4801,6278,4925
6588,6242,6417
3279,5147,5999
3278,3607,6111
5761,6843,6934
6104,6929,6372
5035,6281,5928
2936,6551,4664
2936,4853,6551
2936,5042,4853
6904,6281,5035
6296,6172,6173
5928,6281,5227
6281,6904,5180
6293,6904,6292
5774,5998,3607
3340,5839,6380
6934,6697,2752
6892,5235,6623
5832,6928,6073
4789,4748,490
6524,4120,5871
6766,5769,5560
5233,4797,5626
112,5760,113
5911,4802,6776
6534,4789,490
6091,6835,6226
6776,4802,5526
6531,5389,6091
5916,6776,5526
5733,4491,6518
6451,6776,5916
6777,6056,6903
6903,6382,6777
5980,4280,6063
6767,6585,6166
5572,6823,6299
5743,5584,5282
6622,5584,6855
5584,6622,2701
6854,6077,6585
5763,6880,3067
6844,6183,6898
6456,5747,6108
6207,5860,6568
2993,5573,2994
6440,6602,4362
1501,2224,2507
4362,5160,4361
4897,4804,4331
5327,3681,1624
6928,5667,6635
4816,2685,3736
2913,4816,3736
5630,4343,6862
6792,5798,4250
5843,6225,4606
4916,2464,1656
4348,5396,374
6445,5625,6361
438,4689,35
4193,1554,6664
5227,4193,5253
4801,4925,6588
6278,6919,6617
6886,6257,5139
6417,6624,6588
6278,6579,4925
6579,6278,6617
6909,6417,6293
6886,6296,6182
5893,6909,6575
6909,6293,6575
6782,5674,6296
6292,6018,6293
3194,5547,5854
5812,6782,6184
5832,6123,5667
3340,6380,6863
4299,55,1912
5774,5676,5998
5875,5711,5828
3446,4057,4147
5184,6102,5828
5828,6102,5875
4568,6623,4120
6072,5615,6246
5915,5926,6197
6439,6360,6102
6226,6835,6658
112,1071,6687
6683,4337,6255
6508,5892,6847
5611,6902,6329
5838,6902,5611
3546,3681,5327
3680,6218,3320
4423,6649,6472
3680,6093,6218
6699,6854,6585
6583,4893,1096
5619,5834,6901
6749,335,6466
833,5498,834
4269,1713,6435
5860,4361,6568
6440,4362,4361
5957,6440,5785
2993,6181,4425
2298,3097,1642
6893,4095,3998
662,3736,2685
5934,6090,3235
5963,4839,4892
4959,2479,5591
6862,6734,5597
5597,6734,3341
5669,5517,6266
875,2558,1232
5624,6335,6278
5712,6410,5521
5139,5901,6886
1930,902,996
6723,6909,6827
5992,6430,2320
6430,5992,6192
472,6863,6672
5674,6650,6182
6281,5180,6242
969,4995,2434
5499,6650,5077
5812,6650,5674
6782,5385,5386
6581,5854,5547
6608,5803,5984
6565,6681,6101
6492,6681,6565
6123,5218,6400
5989,6575,6293
6608,6565,6101
5514,3340,6863
1121,3233,3524
1770,2234,3013
6785,5875,6102
6678,4802,5911
6647,6455,5526
4748,113,6930
6055,6865,6056
6144,6449,6531
6109,5389,6531
6722,6149,6360
5916,6829,6451
6829,5916,6036
5697,6903,6748
5980,5709,6199
5697,5399,6903
4273,6663,5697
6093,3680,5371
4020,5950,4950
6121,6103,6358
3067,6663,5763
5620,6064,5619
6844,6898,5983
5785,6515,6749
6254,6207,6521
6870,6436,6100
6440,4361,5785
6870,5327,6487
6896,6810,6755
5573,5289,6896
1285,688,4324
5773,1713,5627
2204,5653,4211
2374,355,2223
3635,355,2374
3681,6060,2018
6667,4937,6735
5312,3329,5853
2335,5404,6924
2335,5109,4959
6734,6862,5600
6862,6924,5630
6184,6129,6704
4859,5083,749
5993,3881,5588
2493,3246,5893
6545,3156,5624
5867,5606,5933
5712,5366,6410
6257,6886,6182
6645,6579,5662
5674,6182,6296
2274,177,803
5896,4322,4315
3557,3390,4979
6680,5803,6925
6101,6125,6608
5961,6000,3279
5184,6686,2752
6709,6928,6635
6510,6573,6680
6629,6709,6510
4568,6415,6623
6623,6415,6892
5868,5869,6002
6443,5104,6605
4789,113,4748
6149,6754,6785
6197,6439,5184
6835,6603,6658
2490,4243,5204
6109,5866,5389
6033,6722,6571
6848,6820,5921
6748,6903,6056
4236,5732,5781
5370,6819,6523
4236,5781,6583
5399,6398,6903
4610,6699,6673
6761,4950,6483
6194,6834,6328
5983,6194,6328
5939,6582,4305
