NO_OF_FRAMES	6378
NO_OF_CAMERAS	14
NO_OF_MARKERS	8
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-06-20, 10:36:43.083	87607.09578570
DATA_INCLUDED	3D
MARKER_NAMES	skull_phantom1	skull_phantom2	skull_phantom3	skull_phantom4	catheter_tip1	catheter_tip2	catheter_tip3	catheter_tip4
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Virtual	Measured
Frame	Time	skull_phantom1 X	skull_phantom1 Y	skull_phantom1 Z	skull_phantom2 X	skull_phantom2 Y	skull_phantom2 Z	skull_phantom3 X	skull_phantom3 Y	skull_phantom3 Z	skull_phantom4 X	skull_phantom4 Y	skull_phantom4 Z	catheter_tip1 X	catheter_tip1 Y	catheter_tip1 Z	catheter_tip2 X	catheter_tip2 Y	catheter_tip2 Z	catheter_tip3 X	catheter_tip3 Y	catheter_tip3 Z	catheter_tip4 X	catheter_tip4 Y	catheter_tip4 Z	
3999	19.99000	338.542	351.822	182.379	302.047	412.395	148.629	351.647	346.410	90.243	301.813	318.734	153.766	160.189	242.229	328.263	157.852	247.819	387.442	192.434	336.302	106.627	130.575	271.036	335.086
4000	19.99500	338.546	351.812	182.383	302.045	412.390	148.639	351.652	346.405	90.250	301.814	318.717	153.757	160.165	242.219	328.303	157.846	247.818	387.477	192.440	336.212	106.634	130.576	271.034	335.111
4001	20.00000	338.528	351.814	182.377	302.036	412.392	148.639	351.642	346.404	90.251	301.800	318.728	153.774	160.142	242.221	328.327	157.845	247.823	387.523	192.390	336.202	106.662	130.576	271.051	335.166
4002	20.00500	338.529	351.807	182.386	302.042	412.403	148.637	351.636	346.392	90.247	301.807	318.722	153.769	160.131	242.214	328.361	157.858	247.813	387.545	192.319	336.214	106.691	130.577	271.058	335.218
4003	20.01000	338.527	351.818	182.381	302.039	412.394	148.647	351.644	346.402	90.253	301.805	318.726	153.778	160.115	242.167	328.397	157.871	247.810	387.592	192.283	336.015	106.664	130.580	271.061	335.259
4004	20.01500	338.529	351.820	182.384	302.034	412.409	148.651	351.640	346.406	90.251	301.795	318.727	153.778	160.095	242.153	328.432	157.874	247.778	387.639	192.229	336.045	106.721	130.587	271.041	335.323
4005	20.02000	338.525	351.834	182.378	302.034	412.401	148.629	351.642	346.410	90.256	301.802	318.730	153.761	159.997	242.128	328.331	157.922	247.661	387.784	193.509	336.253	107.085	131.113	271.536	335.683
4006	20.02500	338.531	351.837	182.377	302.039	412.396	148.637	351.641	346.409	90.247	301.793	318.717	153.782	160.003	242.086	328.367	157.918	247.626	387.806	193.570	336.200	107.121	131.127	271.510	335.721
4007	20.03000	338.524	351.835	182.385	302.032	412.404	148.620	351.643	346.412	90.247	301.799	318.737	153.772	159.986	242.042	328.392	157.922	247.544	387.850	193.525	336.249	107.186	131.120	271.451	335.753
4008	20.03500	338.525	351.844	182.378	302.038	412.398	148.640	351.635	346.407	90.249	301.786	318.740	153.784	160.078	241.939	328.565	157.894	247.520	387.796	192.318	335.943	106.918	130.617	270.895	335.479
4009	20.04000	338.517	351.833	182.387	302.031	412.386	148.631	351.640	346.409	90.247	301.794	318.738	153.779	159.966	241.873	328.441	157.900	247.418	387.818	193.435	336.106	107.281	131.281	271.198	336.051
4010	20.04500	338.518	351.831	182.389	302.034	412.395	148.625	351.634	346.415	90.252	301.791	318.737	153.776	159.960	241.781	328.460	157.906	247.291	387.851	193.517	336.108	107.361	131.318	271.120	336.100
4011	20.05000	338.518	351.823	182.386	302.026	412.398	148.619	351.637	346.407	90.253	301.787	318.726	153.782	159.957	241.668	328.474	157.976	247.066	387.957	193.299	336.238	107.401	131.134	271.089	335.938
4012	20.05500	338.510	351.827	182.391	302.025	412.391	148.638	351.628	346.409	90.256	301.783	318.735	153.785	159.956	241.572	328.477	157.991	246.910	387.976	193.356	336.323	107.495	131.165	271.004	335.973
4013	20.06000	338.525	351.826	182.394	302.027	412.382	148.639	351.634	346.399	90.253	301.793	318.730	153.771	159.959	241.450	328.475	157.988	246.813	387.880	193.222	336.325	107.565	131.331	270.777	336.228
4014	20.06500	338.519	351.824	182.400	302.028	412.373	148.634	351.634	346.406	90.246	301.786	318.728	153.781	159.974	241.310	328.467	158.014	246.641	387.884	193.187	336.319	107.609	131.341	270.642	336.247
4015	20.07000	338.526	351.823	182.391	302.025	412.380	148.622	351.640	346.405	90.252	301.795	318.724	153.780	160.002	241.201	328.461	158.038	246.471	387.886	193.157	336.493	107.726	131.371	270.511	336.313
4016	20.07500	338.527	351.814	182.382	302.027	412.365	148.625	351.634	346.403	90.250	301.798	318.719	153.769	160.016	241.091	328.442	158.064	246.302	387.891	192.994	336.629	107.799	131.361	270.353	336.345
4017	20.08000	338.530	351.821	182.382	302.040	412.369	148.623	351.656	346.394	90.250	301.801	318.724	153.775	160.057	240.999	328.453	158.135	246.088	387.998	193.087	336.789	107.882	131.238	270.367	336.158
4018	20.08500	338.540	351.821	182.376	302.052	412.362	148.614	351.647	346.402	90.245	301.808	318.720	153.764	160.090	240.908	328.454	158.112	246.050	387.909	192.968	336.742	107.926	131.386	270.105	336.381
4019	20.09000	338.546	351.814	182.376	302.051	412.361	148.613	351.660	346.393	90.233	301.826	318.708	153.757	160.129	240.835	328.486	158.163	245.870	388.017	192.968	336.907	108.001	131.213	270.115	336.194
4020	20.09500	338.558	351.812	182.371	302.050	412.354	148.612	351.653	346.400	90.222	301.824	318.719	153.761	160.162	240.757	328.511	158.178	245.784	388.027	193.008	336.842	108.023	131.222	270.011	336.188
4021	20.10000	338.555	351.801	182.362	302.063	412.347	148.598	351.670	346.391	90.231	301.828	318.706	153.760	160.185	240.698	328.550	158.138	245.809	387.958	193.003	336.658	108.042	131.384	269.791	336.408
4022	20.10500	338.554	351.792	182.356	302.060	412.346	148.607	351.666	346.395	90.231	301.832	318.699	153.759	160.207	240.661	328.577	158.131	245.761	387.986	193.011	336.699	108.093	131.353	269.743	336.412
4023	20.11000	338.569	351.789	182.365	302.066	412.333	148.601	351.661	346.382	90.233	301.829	318.704	153.749	160.298	240.593	328.751	158.158	245.650	388.100	192.132	336.494	107.855	130.693	269.427	335.820
4024	20.11500	338.573	351.791	182.354	302.075	412.338	148.599	351.669	346.380	90.231	301.831	318.716	153.750	160.283	240.584	328.778	158.109	245.701	388.029	191.729	336.412	107.788	130.638	269.253	335.892
4025	20.12000	338.574	351.778	182.351	302.075	412.331	148.615	351.674	346.379	90.221	301.835	318.694	153.743	160.347	240.417	328.852	158.126	245.612	388.160	192.288	336.015	107.818	130.651	269.366	335.865
4026	20.12500	338.576	351.774	182.357	302.076	412.335	148.596	351.675	346.379	90.227	301.836	318.687	153.747	160.244	240.515	328.850	158.097	245.602	388.197	192.029	336.314	107.907	130.630	269.320	335.908
4027	20.13000	338.585	351.779	182.357	302.080	412.332	148.613	351.673	346.379	90.214	301.848	318.693	153.746	160.198	240.522	328.884	158.057	245.587	388.225	192.059	336.366	107.965	130.603	269.345	335.937
4028	20.13500	338.584	351.781	182.352	302.079	412.332	148.610	351.681	346.381	90.215	301.851	318.690	153.739	160.143	240.509	328.924	157.990	245.649	388.159	191.724	336.222	107.897	130.554	269.246	336.038
4029	20.14000	338.582	351.769	182.350	302.085	412.335	148.603	351.683	346.374	90.218	301.856	318.696	153.735	159.989	240.515	328.806	157.934	245.639	388.196	192.756	336.439	108.258	131.147	269.604	336.623
4030	20.14500	338.593	351.782	182.343	302.082	412.329	148.607	351.679	346.387	90.227	301.852	318.690	153.738	160.020	240.499	328.993	157.928	245.573	388.309	191.953	336.289	108.045	130.483	269.423	336.061
4031	20.15000	338.585	351.778	182.356	302.089	412.338	148.605	351.683	346.373	90.221	301.851	318.694	153.738	159.862	240.508	328.870	157.829	245.637	388.257	192.730	336.379	108.314	131.071	269.644	336.696
4032	20.15500	338.586	351.781	182.344	302.081	412.343	148.607	351.674	346.377	90.225	301.858	318.696	153.741	159.817	240.492	328.904	157.809	245.549	388.388	192.790	336.512	108.388	130.870	269.810	336.557
4033	20.16000	338.587	351.787	182.347	302.093	412.345	148.590	351.672	346.383	90.218	301.861	318.704	153.744	159.764	240.489	328.938	157.756	245.541	388.413	192.746	336.496	108.415	130.826	269.784	336.582
4034	20.16500	338.593	351.792	182.342	302.089	412.346	148.598	351.680	346.394	90.217	301.852	318.709	153.746	159.730	240.481	328.962	157.709	245.524	388.446	192.767	336.526	108.466	130.786	269.786	336.604
4035	20.17000	338.592	351.796	182.355	302.085	412.355	148.600	351.686	346.388	90.220	301.858	318.710	153.736	159.710	240.481	328.986	157.669	245.507	388.475	192.722	336.573	108.509	130.742	269.730	336.612
4036	20.17500	338.594	351.797	182.355	302.085	412.357	148.600	351.683	346.390	90.220	301.855	318.708	153.747	159.680	240.443	329.009	157.598	245.576	388.399	192.639	336.380	108.496	130.852	269.607	336.839
4037	20.18000	338.595	351.792	182.348	302.076	412.359	148.604	351.677	346.386	90.220	301.853	318.707	153.739	159.686	240.439	329.049	157.562	245.564	388.444	192.688	336.434	108.570	130.825	269.576	336.869
4038	20.18500	338.636	351.766	182.364	302.090	412.361	148.599	351.680	346.393	90.219	301.864	318.698	153.738	159.675	240.433	329.061	157.557	245.527	388.451	192.639	336.521	108.609	130.800	269.553	336.871
4039	20.19000	338.584	351.814	182.353	302.091	412.348	148.601	351.686	346.398	90.221	301.849	318.714	153.743	159.678	240.431	329.090	157.569	245.510	388.491	192.540	336.590	108.663	130.799	269.519	336.928
4040	20.19500	338.629	351.782	182.361	302.074	412.374	148.611	351.681	346.399	90.219	301.853	318.721	153.741	159.674	240.417	329.118	157.568	245.483	388.520	192.503	336.598	108.700	130.803	269.470	336.962
4041	20.20000	338.575	351.813	182.350	302.080	412.372	148.592	351.674	346.397	90.228	301.843	318.727	153.742	159.682	240.392	329.135	157.591	245.453	388.562	192.421	336.623	108.726	130.777	269.473	336.981
4042	20.20500	338.578	351.823	182.350	302.077	412.376	148.602	351.675	346.398	90.221	301.839	318.724	153.737	159.683	240.370	329.171	157.638	245.330	388.716	192.442	336.812	108.837	130.655	269.560	336.883
4043	20.21000	338.576	351.829	182.353	302.069	412.386	148.602	351.677	346.405	90.224	301.841	318.740	153.752	159.687	240.346	329.213	157.661	245.299	388.739	192.411	336.793	108.867	130.672	269.536	336.924
4044	20.21500	338.578	351.846	182.346	302.072	412.394	148.597	351.671	346.402	90.224	301.846	318.744	153.741	159.667	240.342	329.225	157.694	245.260	388.776	192.358	336.861	108.918	130.707	269.544	336.980
4045	20.22000	338.581	351.842	182.355	302.077	412.404	148.592	351.672	346.414	90.215	301.843	318.745	153.749	159.666	240.318	329.269	157.729	245.216	388.808	192.211	336.958	108.990	130.715	269.537	337.077
4046	20.22500	338.581	351.855	182.352	302.072	412.405	148.589	351.680	346.428	90.216	301.845	318.758	153.751	159.644	240.295	329.314	157.718	245.265	388.758	192.090	336.836	109.017	130.885	269.425	337.350
4047	20.23000	338.584	351.868	182.337	302.066	412.427	148.586	351.677	346.427	90.211	301.847	318.771	153.742	159.632	240.265	329.368	157.740	245.221	388.796	192.108	336.814	109.068	130.912	269.433	337.409
4048	20.23500	338.586	351.867	182.350	302.073	412.422	148.576	351.677	346.419	90.218	301.852	318.769	153.750	159.609	240.228	329.388	157.781	245.109	388.931	192.135	336.833	109.086	130.758	269.545	337.236
4049	20.24000	338.634	351.834	182.349	302.078	412.418	148.569	351.678	346.432	90.220	301.848	318.783	153.741	159.593	240.218	329.421	157.739	245.149	388.851	192.070	336.783	109.127	130.910	269.394	337.466
4050	20.24500	338.585	351.881	182.339	302.075	412.427	148.577	351.681	346.433	90.210	301.856	318.775	153.743	159.581	240.194	329.430	157.732	245.116	388.893	192.040	336.825	109.179	130.904	269.382	337.515
4051	20.25000	338.588	351.884	182.339	302.080	412.424	148.577	351.683	346.433	90.210	301.856	318.772	153.755	159.560	240.172	329.461	157.716	245.082	388.916	192.133	336.798	109.215	130.905	269.391	337.527
4052	20.25500	338.592	351.876	182.341	302.086	412.427	148.576	351.676	346.431	90.208	301.850	318.770	153.738	159.546	240.164	329.492	157.700	245.043	388.940	192.192	336.852	109.278	130.902	269.372	337.543
4053	20.26000	338.587	351.873	182.338	302.076	412.425	148.582	351.677	346.444	90.210	301.847	318.768	153.748	159.511	240.111	329.489	157.712	244.939	389.052	192.267	336.786	109.255	130.741	269.477	337.343
4054	20.26500	338.585	351.862	182.341	302.071	412.419	148.572	351.681	346.435	90.213	301.853	318.771	153.753	159.505	240.083	329.524	157.705	244.887	389.076	192.286	336.808	109.308	130.736	269.438	337.364
4055	20.27000	338.585	351.858	182.343	302.077	412.415	148.579	351.678	346.423	90.223	301.845	318.768	153.750	159.510	240.022	329.557	157.661	244.917	388.989	192.340	336.633	109.323	130.893	269.304	337.583
4056	20.27500	338.586	351.864	182.339	302.071	412.399	148.573	351.681	346.427	90.215	301.853	318.768	153.753	159.517	240.002	329.571	157.709	244.794	389.131	192.365	336.788	109.385	130.730	269.403	337.401
4057	20.28000	338.588	351.861	182.345	302.081	412.415	148.577	351.677	346.428	90.213	301.855	318.770	153.751	159.509	239.935	329.613	157.716	244.722	389.163	192.405	336.669	109.402	130.741	269.340	337.413
4058	20.28500	338.590	351.858	182.343	302.075	412.402	148.584	351.680	346.418	90.215	301.844	318.761	153.751	159.533	239.909	329.614	157.735	244.675	389.175	192.254	336.795	109.463	130.752	269.244	337.480
4059	20.29000	338.579	351.868	182.347	302.090	412.402	148.588	351.675	346.418	90.220	301.840	318.764	153.756	159.561	239.861	329.658	157.744	244.689	389.092	192.259	336.697	109.496	130.933	269.128	337.707
4060	20.29500	338.593	351.859	182.347	302.075	412.419	148.582	351.684	346.431	90.215	301.853	318.760	153.750	159.593	239.794	329.690	157.793	244.622	389.126	192.194	336.643	109.517	130.953	269.063	337.744
4061	20.30000	338.593	351.855	182.352	302.077	412.401	148.566	351.685	346.426	90.214	301.857	318.760	153.750	159.605	239.746	329.701	157.831	244.564	389.166	192.082	336.634	109.549	130.980	268.982	337.801
4062	20.30500	338.582	351.860	182.346	302.076	412.410	148.567	351.680	346.418	90.219	301.856	318.762	153.755	159.640	239.699	329.741	157.873	244.477	389.190	192.009	336.732	109.625	130.989	268.904	337.840
4063	20.31000	338.587	351.865	182.349	302.076	412.404	148.571	351.677	346.431	90.219	301.845	318.763	153.747	159.670	239.659	329.772	157.900	244.421	389.212	191.975	336.776	109.682	131.009	268.839	337.886
4064	20.31500	338.587	351.861	182.350	302.072	412.410	148.565	351.687	346.424	90.215	301.857	318.771	153.755	159.712	239.588	329.776	157.929	244.343	389.231	191.977	336.776	109.714	131.015	268.773	337.895
4065	20.32000	338.593	351.860	182.345	302.078	412.412	148.563	351.679	346.430	90.218	301.858	318.756	153.750	159.748	239.551	329.814	157.986	244.206	389.340	192.045	336.924	109.789	130.884	268.828	337.730
4066	20.32500	338.589	351.865	182.353	302.073	412.405	148.573	351.673	346.429	90.223	301.852	318.755	153.753	159.783	239.514	329.840	157.965	244.227	389.264	191.924	336.887	109.826	131.021	268.614	337.942
4067	20.33000	338.595	351.862	182.360	302.079	412.410	148.564	351.687	346.421	90.219	301.857	318.759	153.761	159.801	239.465	329.876	157.989	244.108	389.395	192.087	336.917	109.884	130.891	268.677	337.780
4068	20.33500	338.588	351.866	182.347	302.072	412.411	148.567	351.680	346.424	90.214	301.850	318.763	153.758	159.826	239.422	329.916	157.941	244.151	389.339	191.981	336.815	109.925	131.024	268.459	338.025
4069	20.34000	338.585	351.862	182.348	302.064	412.409	148.577	351.679	346.424	90.225	301.851	318.774	153.755	159.838	239.407	329.962	157.959	244.035	389.486	192.101	336.952	110.010	130.850	268.536	337.831
4070	20.34500	338.582	351.858	182.343	302.072	412.404	148.560	351.680	346.428	90.231	301.849	318.771	153.760	159.926	239.328	330.149	157.931	243.994	389.544	191.292	336.685	109.833	130.366	268.133	337.503
4071	20.35000	338.578	351.871	182.347	302.070	412.411	148.567	351.676	346.424	90.218	301.846	318.769	153.762	159.917	239.308	330.212	157.852	244.051	389.509	190.988	336.559	109.805	130.311	267.946	337.603
4072	20.35500	338.583	351.863	182.349	302.063	412.427	148.566	351.674	346.428	90.222	301.846	318.778	153.756	159.891	239.272	330.265	157.844	243.944	389.636	191.374	336.588	109.940	130.315	268.031	337.575
4073	20.36000	338.582	351.868	182.347	302.060	412.412	148.571	351.680	346.425	90.225	301.855	318.774	153.757	159.866	239.245	330.322	157.751	243.985	389.614	191.133	336.486	109.933	130.250	267.880	337.672
4074	20.36500	338.581	351.874	182.345	302.067	412.418	148.568	351.675	346.422	90.216	301.852	318.776	153.767	159.822	239.208	330.357	157.687	243.944	389.657	191.244	336.450	109.997	130.230	267.856	337.707
4075	20.37000	338.586	351.866	182.357	302.061	412.413	148.565	351.671	346.423	90.220	301.851	318.767	153.757	159.700	239.191	330.228	157.619	243.904	389.709	192.464	336.672	110.394	130.839	268.195	338.270
4076	20.37500	338.576	351.852	182.347	302.065	412.409	148.574	351.673	346.427	90.217	301.846	318.772	153.755	159.660	239.170	330.251	157.558	243.853	389.738	192.543	336.701	110.460	130.811	268.142	338.277
4077	20.38000	338.582	351.854	182.351	302.070	412.407	148.563	351.672	346.429	90.223	301.842	318.767	153.757	159.618	239.122	330.304	157.525	243.809	389.770	192.612	336.628	110.505	130.792	268.160	338.322
4078	20.38500	338.574	351.858	182.349	302.064	412.401	148.566	351.678	346.421	90.222	301.847	318.760	153.748	159.573	239.072	330.326	157.528	243.669	389.893	192.720	336.678	110.558	130.640	268.251	338.155
4079	20.39000	338.573	351.865	182.352	302.064	412.406	148.564	351.673	346.413	90.229	301.831	318.771	153.755	159.584	239.040	330.356	157.484	243.699	389.833	192.623	336.663	110.623	130.770	268.081	338.404
4080	20.39500	338.563	351.849	182.351	302.052	412.405	148.566	351.664	346.423	90.225	301.830	318.759	153.758	159.582	238.999	330.383	157.500	243.630	389.849	192.642	336.705	110.685	130.798	268.053	338.452
4081	20.40000	338.569	351.856	182.354	302.056	412.401	148.563	351.664	346.432	90.225	301.831	318.770	153.761	159.602	238.931	330.453	157.564	243.488	389.996	192.662	336.722	110.740	130.651	268.115	338.307
4082	20.40500	338.566	351.860	182.346	302.049	412.404	148.565	351.662	346.418	90.231	301.829	318.754	153.744	159.653	238.872	330.510	157.593	243.496	389.944	192.560	336.599	110.776	130.837	267.914	338.553
4083	20.41000	338.561	351.868	182.348	302.042	412.419	148.555	351.665	346.433	90.226	301.834	318.769	153.760	159.696	238.825	330.560	157.706	243.359	390.094	192.561	336.664	110.829	130.738	267.984	338.411
4084	20.41500	338.559	351.877	182.351	302.041	412.408	148.568	351.659	346.426	90.221	301.829	318.776	153.767	159.762	238.766	330.620	157.750	243.358	390.056	192.337	336.612	110.891	130.924	267.735	338.695
4085	20.42000	338.559	351.877	182.365	302.038	412.414	148.555	351.664	346.437	90.232	301.831	318.765	153.762	159.844	238.695	330.697	157.840	243.284	390.104	192.317	336.550	110.935	130.967	267.661	338.737
4086	20.42500	338.560	351.879	182.346	302.040	412.416	148.547	351.667	346.434	90.227	301.830	318.785	153.760	159.926	238.652	330.730	157.943	243.222	390.157	192.339	336.581	111.000	131.054	267.621	338.795
4087	20.43000	338.558	351.876	182.360	302.036	412.417	148.547	351.665	346.439	90.227	301.832	318.781	153.760	160.109	238.594	330.914	158.032	243.175	390.208	191.210	336.428	110.756	130.485	267.206	338.346
4088	20.43500	338.561	351.876	182.352	302.043	412.412	148.546	351.662	346.432	90.227	301.833	318.769	153.764	160.205	238.546	330.962	158.140	243.068	390.343	191.532	336.474	110.881	130.559	267.247	338.327
4089	20.44000	338.567	351.871	182.359	302.037	412.402	148.553	351.665	346.431	90.219	301.833	318.777	153.754	160.285	238.508	331.036	158.174	243.113	390.306	191.107	336.346	110.832	130.561	267.029	338.447
